age_category,gender,education_level,employment_status,it_job,phishing_victim,phishing_victim_count,perceived_knowledge,perceived_self_efficacy,perceived_severity,perceived_vulnerability,email_trust,knowledge_test_percent_correct,phishing_test_percent_correct
3,1.0,2,1,1.0,1,-1.240099808814401,-1.5188352468351254,-0.5908251470218018,-4.3834851003314315,-0.6974161088168076,1.5273207006500664,-2.136007147523267,-0.1533932609944256
2,1.0,3,1,1.0,1,-1.240099808814401,-1.9012086817839682,-0.2928166811032732,-4.3834851003314315,-0.07507287322039058,0.8857677678881364,-0.8173146320105104,-0.1533932609944256
1,0.0,4,0,0.0,1,0.18280355747463298,0.010658492960246405,-2.080867478402495,0.44489102509385103,0.858441981107749,0.24421483608853534,0.5013778835022463,1.402770256340322
2,1.0,4,1,1.0,1,0.18280355747463298,1.1577787978067753,1.4952341161959486,0.44489102509385103,1.480785217637681,-1.3596674953351253,0.5013778835022463,-0.9625982900084943
3,1.0,3,1,1.0,1,0.18280355747463298,0.39303192790908936,-0.2928166811032732,0.44489102509385103,-0.3862444910185991,0.5649913019883359,1.1607241412586247,1.402770256340322
3,1.0,4,1,0.0,1,0.18280355747463298,-0.37171494198859656,-0.2928166811032732,0.44489102509385103,1.169613599839473,-0.07656163077359422,0.5013778835022463,-1.7095567783291732
3,0.0,3,1,1.0,1,0.18280355747463298,1.1577787978067753,1.1972256502774203,0.44489102509385103,-1.319759345346739,-1.3596674953351253,0.5013778835022463,2.1497287446610005
1,1.0,3,0,0.0,1,0.18280355747463298,0.7754053628579323,0.6012087175463376,0.44489102509385103,-0.07507287322039058,-1.038891029435325,1.1607241412586247,-0.9625982900084943
3,0.0,2,1,0.0,1,0.18280355747463298,1.1577787978067753,0.6012087175463376,0.44489102509385103,-1.319759345346739,-0.7181145625731951,-1.4766608897668887,1.402770256340322
3,1.0,4,1,0.0,1,0.18280355747463298,0.010658492960246405,0.8992171834648659,-0.09159521052802697,1.480785217637681,-0.7181145625731951,1.820070399015003,-0.1533932609944256
1,1.0,1,0,1.0,1,0.18280355747463298,1.1577787978067753,0.005191784815255009,0.44489102509385103,-1.0085877275485307,-0.07656163077359422,0.5013778835022463,0.5935652273262532
2,1.0,3,1,0.0,1,0.18280355747463298,-0.37171494198859656,-1.186842079752884,0.44489102509385103,-0.07507287322039058,-0.7181145625731951,0.5013778835022463,-0.1533932609944256
2,1.0,3,1,0.0,1,0.18280355747463298,1.1577787978067753,1.4952341161959486,0.44489102509385103,0.5472703633095409,-1.3596674953351253,0.5013778835022463,-8.845765463176732e-16
2,0.0,4,1,0.0,1,0.18280355747463298,-0.37171494198859656,-0.5908251470218018,-2.2375401562344592,1.169613599839473,0.8857677678881364,-0.157968374254132,-0.9625982900084943
2,1.0,3,1,1.0,1,0.18280355747463298,0.7754053628579323,0.30320025162780945,0.44489102509385103,0.5472703633095409,1.5273207006500664,-0.8173146320105104,1.402770256340322
3,1.0,3,1,0.0,1,0.18280355747463298,0.39303192790908936,1.1972256502774203,0.44489102509385103,-0.3862444910185991,-1.038891029435325,1.1607241412586247,-0.9625982900084943
1,1.0,3,0,1.0,1,0.18280355747463298,1.1577787978067753,1.4952341161959486,0.44489102509385103,-1.6309309631449473,0.24421483608853534,1.1607241412586247,0.5935652273262532
1,1.0,3,0,0.0,1,0.18280355747463298,0.7754053628579323,0.6012087175463376,0.44489102509385103,-0.3862444910185991,-0.7181145625731951,0.5013778835022463,1.402770256340322
1,1.0,1,0,0.0,1,0.18280355747463298,1.1577787978067753,1.4952341161959486,0.44489102509385103,-1.319759345346739,-0.07656163077359422,1.820070399015003,-0.9625982900084943
1,1.0,2,0,0.0,1,0.18280355747463298,-0.37171494198859656,-0.5908251470218018,-0.09159521052802697,1.169613599839473,-0.7181145625731951,0.5013778835022463,-0.1533932609944256
2,1.0,4,1,1.0,1,0.18280355747463298,1.1577787978067753,0.8992171834648659,0.44489102509385103,-0.07507287322039058,-1.3596674953351253,-0.157968374254132,-8.845765463176732e-16
3,1.0,3,1,0.0,1,0.18280355747463298,0.39303192790908936,0.6012087175463376,-0.6280814477593653,0.23609874551133245,0.5649913019883359,1.1607241412586247,1.402770256340322
1,1.0,4,0,0.0,1,0.18280355747463298,-0.37171494198859656,-0.5908251470218018,0.44489102509385103,-0.07507287322039058,0.24421483608853534,-0.157968374254132,2.1497287446610005
1,1.0,3,0,1.0,1,0.18280355747463298,0.7754053628579323,-0.5908251470218018,0.44489102509385103,0.858441981107749,0.8857677678881364,0.5013778835022463,-0.9625982900084943
2,1.0,4,1,0.0,1,0.18280355747463298,0.39303192790908936,-0.2928166811032732,-0.09159521052802697,-0.07507287322039058,-0.7181145625731951,0.5013778835022463,0.5935652273262532
3,1.0,3,1,1.0,1,0.18280355747463298,1.1577787978067753,0.6012087175463376,0.44489102509385103,-0.6974161088168076,0.5649913019883359,0.5013778835022463,1.402770256340322
2,1.0,3,0,1.0,1,0.18280355747463298,0.7754053628579323,0.005191784815255009,0.44489102509385103,-1.0085877275485307,0.24421483608853534,-0.157968374254132,-0.1533932609944256
1,1.0,3,0,0.0,1,0.18280355747463298,0.39303192790908936,0.30320025162780945,0.44489102509385103,-0.3862444910185991,-0.3973380966733947,1.1607241412586247,0.5935652273262532
1,0.0,3,0,0.0,1,0.18280355747463298,0.010658492960246405,-0.2928166811032732,0.44489102509385103,0.23609874551133245,-0.07656163077359422,-0.8173146320105104,1.402770256340322
3,1.0,4,1,1.0,1,0.18280355747463298,0.39303192790908936,0.6012087175463376,0.44489102509385103,-0.3862444910185991,-1.3596674953351253,1.1607241412586247,-0.1533932609944256
1,1.0,1,0,0.0,1,0.18280355747463298,0.010658492960246405,-0.2928166811032732,0.44489102509385103,-0.3862444910185991,-1.3596674953351253,1.820070399015003,0.5935652273262532
1,1.0,1,0,0.0,1,0.18280355747463298,1.1577787978067753,1.4952341161959486,0.44489102509385103,-1.0085877275485307,-0.7181145625731951,-0.157968374254132,-0.1533932609944256
2,0.0,3,1,0.0,1,0.18280355747463298,0.010658492960246405,0.30320025162780945,0.44489102509385103,1.169613599839473,-0.3973380966733947,0.5013778835022463,1.402770256340322
1,1.0,1,0,0.0,1,0.18280355747463298,0.7754053628579323,0.30320025162780945,0.44489102509385103,0.23609874551133245,1.206544234750266,-0.157968374254132,1.402770256340322
2,1.0,3,0,1.0,1,0.18280355747463298,1.1577787978067753,0.6012087175463376,0.44489102509385103,-0.3862444910185991,-0.3973380966733947,-0.157968374254132,-0.9625982900084943
3,1.0,2,1,1.0,1,0.18280355747463298,0.39303192790908936,-2.378875944321023,0.44489102509385103,2.1031284541676127,-0.3973380966733947,0.5013778835022463,0.5935652273262532
1,0.0,2,0,0.0,1,0.18280355747463298,0.39303192790908936,0.6012087175463376,0.44489102509385103,0.858441981107749,0.5649913019883359,1.1607241412586247,0.5935652273262532
2,1.0,3,1,1.0,1,0.18280355747463298,1.1577787978067753,1.1972256502774203,0.44489102509385103,-1.319759345346739,-0.7181145625731951,1.1607241412586247,-0.9625982900084943
1,1.0,3,0,0.0,1,0.18280355747463298,0.7754053628579323,1.4952341161959486,0.44489102509385103,0.5472703633095409,1.8480971665498664,0.5013778835022463,-1.7095567783291732
1,1.0,3,0,0.0,1,0.18280355747463298,0.7754053628579323,1.4952341161959486,0.44489102509385103,0.858441981107749,0.24421483608853534,0.5013778835022463,-0.1533932609944256
1,1.0,1,0,0.0,1,0.18280355747463298,0.7754053628579323,0.8992171834648659,0.44489102509385103,-0.3862444910185991,-1.038891029435325,1.820070399015003,1.402770256340322
2,0.0,3,1,0.0,1,0.18280355747463298,-0.37171494198859656,0.30320025162780945,0.44489102509385103,0.858441981107749,-0.7181145625731951,1.1607241412586247,0.5935652273262532
1,0.0,4,0,0.0,1,0.18280355747463298,-2.665955551681654,-2.6768844111335777,-2.7740263918563373,-0.6974161088168076,1.206544234750266,0.5013778835022463,-8.845765463176732e-16
3,1.0,3,1,0.0,1,0.18280355747463298,1.1577787978067753,0.8992171834648659,0.44489102509385103,-1.0085877275485307,-0.3973380966733947,1.820070399015003,0.5935652273262532
1,1.0,3,1,0.0,1,0.18280355747463298,1.1577787978067753,1.4952341161959486,0.44489102509385103,-1.942102581876671,1.206544234750266,-0.157968374254132,2.1497287446610005
2,1.0,3,1,0.0,1,0.18280355747463298,0.7754053628579323,-0.2928166811032732,0.44489102509385103,-0.6974161088168076,-1.038891029435325,1.820070399015003,1.402770256340322
1,1.0,3,0,0.0,1,0.18280355747463298,0.39303192790908936,0.6012087175463376,0.44489102509385103,-0.6974161088168076,-0.3973380966733947,0.5013778835022463,-0.1533932609944256
2,0.0,4,1,0.0,1,0.18280355747463298,0.010658492960246405,-0.2928166811032732,-2.2375401562344592,-0.6974161088168076,0.24421483608853534,-0.157968374254132,1.402770256340322
3,0.0,3,1,0.0,1,-1.240099808814401,-1.9012086817839682,-1.4848505456714127,-0.6280814477593653,0.5472703633095409,-0.3973380966733947,0.5013778835022463,-0.1533932609944256
2,1.0,4,0,1.0,1,0.18280355747463298,1.1577787978067753,1.4952341161959486,0.44489102509385103,-2.253274199674879,1.206544234750266,1.1607241412586247,-8.845765463176732e-16
1,0.0,4,1,1.0,1,0.18280355747463298,-0.37171494198859656,-0.2928166811032732,0.44489102509385103,0.858441981107749,0.8857677678881364,-0.157968374254132,2.1497287446610005
2,0.0,4,0,0.0,1,0.18280355747463298,1.1577787978067753,1.4952341161959486,0.44489102509385103,-1.6309309631449473,0.8857677678881364,-0.8173146320105104,0.5935652273262532
1,1.0,3,0,0.0,1,0.18280355747463298,0.7754053628579323,1.4952341161959486,0.44489102509385103,-0.3862444910185991,-0.7181145625731951,1.1607241412586247,-8.845765463176732e-16
1,1.0,2,0,1.0,1,0.18280355747463298,1.1577787978067753,0.8992171834648659,0.44489102509385103,-1.0085877275485307,-1.3596674953351253,-0.157968374254132,-0.9625982900084943
1,0.0,4,0,0.0,1,0.18280355747463298,-1.9012086817839682,-0.2928166811032732,-0.09159521052802697,-0.6974161088168076,2.168873633411997,-0.157968374254132,0.5935652273262532
1,1.0,3,0,0.0,1,0.18280355747463298,0.39303192790908936,-0.5908251470218018,0.44489102509385103,-0.3862444910185991,-1.3596674953351253,1.1607241412586247,0.5935652273262532
1,0.0,3,0,0.0,1,0.18280355747463298,1.1577787978067753,1.1972256502774203,-1.1645676833812433,-1.0085877275485307,0.24421483608853534,0.5013778835022463,1.402770256340322
1,1.0,3,1,0.0,1,0.18280355747463298,0.7754053628579323,0.6012087175463376,0.44489102509385103,-1.942102581876671,1.8480971665498664,0.5013778835022463,0.5935652273262532
2,1.0,4,1,0.0,1,0.18280355747463298,0.39303192790908936,0.6012087175463376,-0.6280814477593653,1.169613599839473,-0.3973380966733947,-1.4766608897668887,0.5935652273262532
1,1.0,2,0,1.0,1,0.18280355747463298,1.1577787978067753,1.4952341161959486,0.44489102509385103,-1.319759345346739,-1.038891029435325,1.1607241412586247,0.5935652273262532
1,0.0,3,0,0.0,1,0.18280355747463298,0.010658492960246405,0.30320025162780945,-0.6280814477593653,2.414300071965821,0.24421483608853534,-0.157968374254132,-0.1533932609944256
2,0.0,4,0,0.0,1,0.18280355747463298,-2.665955551681654,-1.186842079752884,0.44489102509385103,1.169613599839473,0.5649913019883359,-0.157968374254132,1.402770256340322
2,0.0,4,1,0.0,1,0.18280355747463298,0.39303192790908936,1.4952341161959486,-0.09159521052802697,-1.319759345346739,1.206544234750266,-0.157968374254132,0.5935652273262532
3,0.0,4,1,0.0,1,0.18280355747463298,-0.7540883769374395,-0.2928166811032732,0.44489102509385103,-0.6974161088168076,0.24421483608853534,0.5013778835022463,1.402770256340322
1,1.0,3,0,0.0,1,0.18280355747463298,-2.2835821167328114,1.1972256502774203,0.44489102509385103,1.169613599839473,-1.3596674953351253,-0.8173146320105104,-1.7095567783291732
3,0.0,4,1,0.0,1,0.18280355747463298,0.39303192790908936,0.30320025162780945,0.44489102509385103,0.23609874551133245,1.8480971665498664,-0.157968374254132,-0.1533932609944256
1,0.0,3,0,0.0,1,0.18280355747463298,-0.37171494198859656,-0.8888336138343554,0.44489102509385103,1.169613599839473,-0.7181145625731951,1.1607241412586247,1.402770256340322
3,1.0,4,1,0.0,1,0.18280355747463298,1.1577787978067753,0.30320025162780945,0.44489102509385103,1.169613599839473,-0.07656163077359422,1.1607241412586247,-1.7095567783291732
4,0.0,4,1,1.0,1,0.18280355747463298,-0.37171494198859656,-1.186842079752884,-1.1645676833812433,0.5472703633095409,0.5649913019883359,-0.8173146320105104,-1.7095567783291732
3,1.0,4,1,0.0,1,0.18280355747463298,-1.1364618118862824,-0.8888336138343554,0.44489102509385103,1.169613599839473,-0.3973380966733947,-0.157968374254132,0.5935652273262532
3,1.0,4,1,0.0,1,0.18280355747463298,0.39303192790908936,0.6012087175463376,0.44489102509385103,-0.3862444910185991,-1.3596674953351253,1.820070399015003,0.5935652273262532
3,0.0,4,1,1.0,1,-1.240099808814401,-0.37171494198859656,-1.4848505456714127,0.44489102509385103,1.169613599839473,-1.3596674953351253,-0.157968374254132,-0.9625982900084943
1,0.0,3,0,0.0,1,0.18280355747463298,1.1577787978067753,1.4952341161959486,-0.6280814477593653,-2.253274199674879,-0.07656163077359422,0.5013778835022463,-0.1533932609944256
1,0.0,3,0,0.0,1,0.18280355747463298,1.1577787978067753,-0.2928166811032732,0.44489102509385103,-1.319759345346739,0.8857677678881364,-0.8173146320105104,2.1497287446610005
2,0.0,3,0,0.0,1,-1.240099808814401,-1.1364618118862824,-1.7828590124839663,0.44489102509385103,1.480785217637681,-0.7181145625731951,1.1607241412586247,-0.9625982900084943
2,1.0,4,1,1.0,1,0.18280355747463298,0.7754053628579323,0.6012087175463376,0.44489102509385103,-0.3862444910185991,0.24421483608853534,0.5013778835022463,-0.9625982900084943
1,0.0,3,0,0.0,1,0.18280355747463298,1.1577787978067753,0.6012087175463376,0.44489102509385103,-0.3862444910185991,2.489650099311797,-0.157968374254132,-0.1533932609944256
4,1.0,4,0,0.0,1,0.18280355747463298,0.010658492960246405,0.005191784815255009,0.44489102509385103,1.480785217637681,-0.3973380966733947,1.1607241412586247,0.5935652273262532
4,1.0,4,0,0.0,1,0.18280355747463298,0.39303192790908936,-1.186842079752884,0.44489102509385103,-0.07507287322039058,-0.7181145625731951,-0.157968374254132,0.5935652273262532
1,0.0,1,0,0.0,1,0.18280355747463298,0.7754053628579323,1.1972256502774203,0.44489102509385103,0.5472703633095409,0.8857677678881364,0.5013778835022463,1.402770256340322
4,0.0,4,1,1.0,1,0.18280355747463298,-0.7540883769374395,-0.2928166811032732,-2.2375401562344592,-0.3862444910185991,0.5649913019883359,-2.7953534052796454,-8.845765463176732e-16
2,0.0,4,1,0.0,1,-1.240099808814401,0.39303192790908936,0.005191784815255009,0.44489102509385103,-0.3862444910185991,-0.07656163077359422,1.1607241412586247,0.5935652273262532
3,1.0,4,1,0.0,1,-1.240099808814401,-1.1364618118862824,-1.4848505456714127,-1.1645676833812433,1.480785217637681,-0.7181145625731951,-0.8173146320105104,-0.9625982900084943
1,1.0,3,0,0.0,1,0.18280355747463298,-0.7540883769374395,-0.2928166811032732,0.44489102509385103,0.5472703633095409,1.5273207006500664,-0.157968374254132,-0.1533932609944256
4,1.0,3,0,0.0,1,0.18280355747463298,0.39303192790908936,0.005191784815255009,-2.2375401562344592,-1.0085877275485307,-0.3973380966733947,-2.136007147523267,-0.9625982900084943
1,0.0,3,0,0.0,1,0.18280355747463298,0.7754053628579323,1.1972256502774203,0.44489102509385103,-0.6974161088168076,-0.7181145625731951,-0.157968374254132,-0.1533932609944256
1,0.0,4,1,1.0,1,0.18280355747463298,0.39303192790908936,0.005191784815255009,0.44489102509385103,-0.3862444910185991,1.206544234750266,-1.4766608897668887,1.402770256340322
4,0.0,3,1,1.0,1,0.18280355747463298,1.1577787978067753,1.4952341161959486,0.44489102509385103,-0.6974161088168076,-1.3596674953351253,-0.8173146320105104,-0.9625982900084943
1,0.0,3,0,1.0,1,0.18280355747463298,-0.37171494198859656,-0.5908251470218018,-3.310512627478216,-0.07507287322039058,1.206544234750266,-2.7953534052796454,-0.1533932609944256
1,1.0,3,0,0.0,1,0.18280355747463298,-1.9012086817839682,-2.9748928770521057,-7.60240251728162,-0.3862444910185991,1.8480971665498664,0.5013778835022463,-1.7095567783291732
3,0.0,2,1,0.0,1,-1.240099808814401,-0.7540883769374395,0.005191784815255009,0.44489102509385103,-0.07507287322039058,0.8857677678881364,-0.157968374254132,-0.1533932609944256
1,0.0,3,0,1.0,1,0.18280355747463298,-1.1364618118862824,-1.186842079752884,-3.310512627478216,0.858441981107749,1.5273207006500664,-0.8173146320105104,-0.1533932609944256
4,1.0,4,1,0.0,1,0.18280355747463298,-1.1364618118862824,-0.2928166811032732,-1.701053919003121,-1.0085877275485307,1.206544234750266,0.5013778835022463,-0.9625982900084943
4,1.0,4,0,0.0,1,0.18280355747463298,0.7754053628579323,1.1972256502774203,0.44489102509385103,-0.3862444910185991,0.24421483608853534,1.820070399015003,2.1497287446610005
3,1.0,4,1,1.0,1,0.18280355747463298,0.39303192790908936,0.6012087175463376,0.44489102509385103,0.5472703633095409,-0.07656163077359422,1.1607241412586247,-0.1533932609944256
3,0.0,4,1,0.0,1,0.18280355747463298,1.1577787978067753,-0.5908251470218018,0.44489102509385103,2.414300071965821,-1.3596674953351253,-0.8173146320105104,-1.7095567783291732
3,0.0,4,1,1.0,1,0.18280355747463298,0.39303192790908936,0.6012087175463376,0.44489102509385103,1.791956835435889,-0.7181145625731951,-0.8173146320105104,0.5935652273262532
1,0.0,4,0,0.0,1,0.18280355747463298,0.010658492960246405,0.8992171834648659,0.44489102509385103,1.480785217637681,-0.07656163077359422,-0.157968374254132,-0.1533932609944256
1,0.0,3,0,0.0,1,0.18280355747463298,-1.5188352468351254,-1.7828590124839663,0.44489102509385103,0.23609874551133245,0.5649913019883359,0.5013778835022463,0.5935652273262532
3,1.0,4,0,1.0,1,0.18280355747463298,0.010658492960246405,0.005191784815255009,-2.7740263918563373,-1.319759345346739,1.5273207006500664,1.1607241412586247,0.5935652273262532
4,1.0,3,0,1.0,1,0.18280355747463298,0.7754053628579323,0.6012087175463376,0.44489102509385103,-1.319759345346739,-0.3973380966733947,0.5013778835022463,0.5935652273262532
3,0.0,4,1,0.0,1,0.18280355747463298,1.1577787978067753,1.4952341161959486,0.44489102509385103,0.5472703633095409,-0.3973380966733947,1.1607241412586247,-0.1533932609944256
4,0.0,4,1,0.0,1,-1.240099808814401,-0.7540883769374395,0.30320025162780945,0.44489102509385103,0.5472703633095409,-0.3973380966733947,1.1607241412586247,0.5935652273262532
3,0.0,3,1,0.0,1,-1.240099808814401,-1.5188352468351254,-2.080867478402495,-1.701053919003121,0.5472703633095409,0.5649913019883359,-1.4766608897668887,-0.9625982900084943
1,1.0,4,0,0.0,1,0.18280355747463298,-2.665955551681654,1.4952341161959486,0.44489102509385103,0.5472703633095409,2.810426565211597,0.5013778835022463,0.5935652273262532
4,0.0,3,1,0.0,1,0.18280355747463298,-2.665955551681654,-2.9748928770521057,0.44489102509385103,1.480785217637681,-1.3596674953351253,-0.8173146320105104,-1.7095567783291732
3,1.0,3,1,0.0,1,0.18280355747463298,-0.37171494198859656,-0.2928166811032732,-1.701053919003121,-0.3862444910185991,-0.07656163077359422,0.5013778835022463,1.402770256340322
3,0.0,3,1,1.0,1,0.18280355747463298,-1.1364618118862824,-1.186842079752884,0.44489102509385103,-1.0085877275485307,0.5649913019883359,-2.136007147523267,-0.9625982900084943
1,0.0,3,0,0.0,1,0.18280355747463298,0.010658492960246405,0.6012087175463376,0.44489102509385103,-0.3862444910185991,0.5649913019883359,-0.157968374254132,-0.1533932609944256
1,0.0,3,0,0.0,1,0.18280355747463298,-2.665955551681654,-0.2928166811032732,0.44489102509385103,-0.6974161088168076,1.206544234750266,-0.157968374254132,1.402770256340322
3,1.0,4,1,0.0,1,0.18280355747463298,-0.37171494198859656,0.6012087175463376,-1.1645676833812433,-0.3862444910185991,-0.7181145625731951,1.1607241412586247,0.5935652273262532
3,1.0,2,1,0.0,1,-1.240099808814401,-2.665955551681654,-1.186842079752884,0.44489102509385103,2.414300071965821,-1.3596674953351253,-0.8173146320105104,-0.9625982900084943
1,0.0,3,0,0.0,1,0.18280355747463298,0.39303192790908936,-0.5908251470218018,0.44489102509385103,0.23609874551133245,-1.038891029435325,0.5013778835022463,1.402770256340322
3,0.0,4,1,1.0,1,0.18280355747463298,0.39303192790908936,0.005191784815255009,-0.09159521052802697,-0.07507287322039058,1.206544234750266,1.1607241412586247,-0.1533932609944256
4,1.0,4,1,0.0,1,0.18280355747463298,0.010658492960246405,-0.2928166811032732,-0.09159521052802697,-0.3862444910185991,-1.038891029435325,1.1607241412586247,1.402770256340322
3,0.0,3,0,0.0,1,0.18280355747463298,0.39303192790908936,0.6012087175463376,0.44489102509385103,0.23609874551133245,-1.038891029435325,-0.8173146320105104,-0.9625982900084943
3,1.0,1,0,0.0,0,-15.469133471704742,0.0,0.0,0.0,-4.1456387404188003e-16,4.2736010226717385e-16,1.1607241412586247,-0.9625982900084943
3,0.0,4,1,0.0,1,0.18280355747463298,0.39303192790908936,0.6012087175463376,0.44489102509385103,0.5472703633095409,0.8857677678881364,-0.157968374254132,-0.1533932609944256
3,1.0,4,1,0.0,1,0.18280355747463298,0.39303192790908936,0.6012087175463376,0.44489102509385103,-1.942102581876671,1.8480971665498664,-0.157968374254132,-0.1533932609944256
4,1.0,4,0,0.0,1,0.18280355747463298,0.39303192790908936,-0.5908251470218018,-0.09159521052802697,-0.6974161088168076,-1.3596674953351253,0.5013778835022463,1.402770256340322
3,1.0,3,1,0.0,1,0.18280355747463298,1.1577787978067753,0.6012087175463376,0.44489102509385103,-0.6974161088168076,0.5649913019883359,-0.157968374254132,-0.9625982900084943
3,1.0,4,1,1.0,1,0.18280355747463298,1.1577787978067753,1.4952341161959486,0.44489102509385103,0.23609874551133245,-1.3596674953351253,1.1607241412586247,-0.9625982900084943
1,1.0,3,0,0.0,1,0.18280355747463298,-1.5188352468351254,-1.186842079752884,0.44489102509385103,0.23609874551133245,1.206544234750266,-0.8173146320105104,0.5935652273262532
1,1.0,4,0,0.0,1,0.18280355747463298,-1.1364618118862824,-0.2928166811032732,-3.846998864709553,-1.0085877275485307,-0.07656163077359422,1.1607241412586247,0.5935652273262532
1,0.0,4,0,0.0,1,0.18280355747463298,-1.5188352468351254,-0.8888336138343554,-0.6280814477593653,0.23609874551133245,0.24421483608853534,-0.157968374254132,0.5935652273262532
3,0.0,3,1,0.0,1,0.18280355747463298,-0.37171494198859656,-0.2928166811032732,0.44489102509385103,-1.319759345346739,-0.7181145625731951,-0.157968374254132,1.402770256340322
3,0.0,3,0,0.0,1,0.18280355747463298,0.39303192790908936,0.8992171834648659,0.44489102509385103,-1.319759345346739,-0.3973380966733947,-2.136007147523267,-0.9625982900084943
2,0.0,4,0,0.0,1,-1.240099808814401,0.39303192790908936,0.6012087175463376,-0.09159521052802697,0.5472703633095409,-0.07656163077359422,-0.157968374254132,0.5935652273262532
3,0.0,4,1,0.0,1,0.18280355747463298,-2.2835821167328114,-1.4848505456714127,0.44489102509385103,0.23609874551133245,-1.3596674953351253,-0.8173146320105104,-0.9625982900084943
3,0.0,4,1,0.0,1,-1.240099808814401,-0.37171494198859656,-0.2928166811032732,-1.1645676833812433,-0.07507287322039058,-0.07656163077359422,-1.4766608897668887,-0.9625982900084943
3,0.0,4,1,0.0,1,0.18280355747463298,-0.7540883769374395,-0.2928166811032732,-1.701053919003121,-0.6974161088168076,0.8857677678881364,0.5013778835022463,-0.9625982900084943
4,1.0,4,1,1.0,1,0.18280355747463298,1.1577787978067753,0.6012087175463376,-0.6280814477593653,0.5472703633095409,-1.3596674953351253,1.1607241412586247,-0.9625982900084943
2,1.0,3,0,0.0,1,0.18280355747463298,0.39303192790908936,0.6012087175463376,0.44489102509385103,0.23609874551133245,-1.038891029435325,1.820070399015003,0.5935652273262532
2,0.0,4,1,0.0,1,-1.240099808814401,-0.37171494198859656,-2.080867478402495,-2.7740263918563373,2.1031284541676127,0.24421483608853534,-0.157968374254132,0.5935652273262532
3,0.0,3,1,0.0,1,0.18280355747463298,0.39303192790908936,-0.2928166811032732,0.44489102509385103,-0.07507287322039058,-0.7181145625731951,1.1607241412586247,-0.1533932609944256
2,0.0,4,0,0.0,1,0.18280355747463298,0.7754053628579323,1.1972256502774203,0.44489102509385103,-1.6309309631449473,1.206544234750266,-0.157968374254132,0.5935652273262532
3,0.0,3,0,0.0,1,-1.240099808814401,-0.37171494198859656,-0.2928166811032732,0.44489102509385103,0.5472703633095409,-0.7181145625731951,0.5013778835022463,-0.1533932609944256
3,0.0,4,1,0.0,1,0.18280355747463298,0.39303192790908936,0.6012087175463376,0.44489102509385103,0.23609874551133245,1.5273207006500664,-0.8173146320105104,1.402770256340322
2,0.0,4,1,0.0,1,0.18280355747463298,-2.665955551681654,-2.6768844111335777,0.44489102509385103,0.858441981107749,-0.7181145625731951,-0.157968374254132,-1.7095567783291732
3,0.0,4,1,0.0,1,0.18280355747463298,0.7754053628579323,0.6012087175463376,0.44489102509385103,-0.07507287322039058,-0.07656163077359422,-0.157968374254132,-1.7095567783291732
4,0.0,3,0,0.0,1,0.18280355747463298,0.7754053628579323,-0.8888336138343554,-1.701053919003121,-0.3862444910185991,-0.07656163077359422,0.5013778835022463,-0.9625982900084943
3,0.0,4,0,0.0,1,0.18280355747463298,-1.9012086817839682,-1.186842079752884,0.44489102509385103,0.23609874551133245,0.5649913019883359,-0.157968374254132,0.5935652273262532
4,0.0,4,1,1.0,1,0.18280355747463298,1.1577787978067753,1.4952341161959486,0.44489102509385103,-2.253274199674879,-1.3596674953351253,-0.8173146320105104,0.5935652273262532
